Insider,Symbol,Total Amount,Share Price,Num. of Shares,Relation,Date,Num. of Insiders,Transaction
Saba,PPR,"$1,498,030.08",$5.12,"292,584",Large Shareholder,2020-01-27,1,Purchase
Saba,PPR,"$2,066,487.12",$5.13,"402,824",Large Shareholder,2020-01-23,1,Purchase
Saba,PPR,"$691,261.44",$5.12,"135,012",Large Shareholder,2020-01-22,1,Purchase
Saba,PPR,"$1,322,524.71",$5.07,"260,853",Large Shareholder,2020-01-14,1,Purchase
Saba,PPR,"$1,293,265.74",$5.07,"255,082",Large Shareholder,2020-01-13,1,Purchase
Saba,PPR,"$7,484,018.30",$5.06,"1,479,055",Large Shareholder,2020-01-08,1,Purchase
Saba,PPR,"$1,226,786.40",$5.05,"242,928",Large Shareholder,2020-01-07,1,Purchase
Saba,PPR,"$578,978.15",$5.03,"115,105",Large Shareholder,2020-01-06,1,Purchase
Saba,PPR,"$766,468.66",$5.02,"152,683",Large Shareholder,2020-01-03,1,Purchase
Rulli,SPG,"$996,331.50",$122.55,"8,130",Officer,2021-05-21,5,Purchase
Rue,SIGI,"$1,311,250.00",$52.45,"25,000",Director,2020-05-29,1,Purchase
Ruchim,SIX,"$4,240,540.00",$21.20,"200,000",Director,2020-03-05,3,Purchase
Ruchim,SIX,"$1,162,715.00",$23.25,"50,000",Director,2020-03-04,3,Purchase
Ruchim,SIX,"$1,191,700.00",$23.83,"50,000",Director,2020-03-03,3,Purchase
Ruchim,SIX,"$6,666,574.68",$24.36,"273,697",Director,2020-03-02,3,Purchase
Ruchim,SIX,"$662,480.51",$25.19,"26,303",Director,2020-02-28,3,Purchase
Ruchim,SIX,"$5,206,960.00",$26.03,"200,000",Director,2020-02-27,3,Purchase
Ruchim,SIX,"$7,814,520.00",$26.05,"300,000",Director,2020-02-26,3,Purchase
Ruchim,SIX,"$17,711,880.00",$29.52,"600,000",Director,2020-02-25,3,Purchase
Ruchim,SIX,"$18,525,960.00",$30.88,"600,000",Director,2020-02-24,3,Purchase
Rubini,WIZP,"$1,250,000.04",$0.12,"10,416,667",Large Shareholder,2021-03-09,2,Purchase
Rubin,RLAY,"$500,000.00",$20.00,"25,000",Director,2020-07-20,4,Purchase
Rtw,RXDX,"$15,200,000.00",$19.00,"800,000",Large Shareholder,2021-03-16,4,Purchase
Rtw,LABP,"$10,000,000.00",$16.00,"625,000",Large Shareholder,2021-02-04,3,Purchase
Rtw,DMTK,"$5,900,000.00",$29.50,"200,000",Large Shareholder,2021-01-07,3,Purchase
Rtw,RCKT,"$13,872,320.00",$56.00,"247,720","Large Shareholder, Director",2020-12-10,1,Purchase
Rtw,ATHA,"$12,750,000.00",$17.00,"750,000",Large Shareholder,2020-09-18,3,Purchase
Rtw,RNA,"$17,100,000.00",$18.00,"950,000",Large Shareholder,2020-06-16,2,Purchase
Rtw,MIST,"$1,483,083.85",$18.95,"78,263",Large Shareholder,2020-03-02,1,Purchase
Rtw,DMTK,"$1,600,788.00",$10.50,"152,456",Large Shareholder,2020-02-28,3,Purchase
Rtw,MIST,"$4,387,500.00",$16.25,"270,000",Large Shareholder,2020-01-13,1,Purchase
Royce,RGT,"$7,130,732.28",$14.28,"499,351",Other,2020-09-02,1,Purchase
Rowling,NOG,"$5,000,004.75",$9.75,"512,821",Large Shareholder,2021-02-05,1,Purchase
Rowling,NOG,"$845,317.62",$0.79,"1,063,694",Large Shareholder,2020-03-17,1,Purchase
Rowling,NOG,"$774,807.65",$0.82,"946,619",Large Shareholder,2020-03-09,1,Purchase
Rowling,NOG,"$2,528,533.36",$1.23,"2,053,381",Large Shareholder,2020-03-06,1,Purchase
Rowling,NOG,"$803,045.00",$1.40,"575,000",Large Shareholder,2020-03-02,1,Purchase
Rowling,NOG,"$1,734,980.00",$1.33,"1,300,000",Large Shareholder,2020-02-27,1,Purchase
Rowling,NOG,"$2,793,950.00",$1.47,"1,900,000",Large Shareholder,2020-02-26,1,Purchase
Rowling,NOG,"$4,003,020.00",$1.48,"2,700,000",Large Shareholder,2020-02-25,1,Purchase
Rowling,NOG,"$595,160.00",$1.49,"400,000",Large Shareholder,2020-02-24,1,Purchase
Rowling,NOG,"$612,284.40",$1.68,"364,000",Large Shareholder,2020-01-30,1,Purchase
Rowling,NOG,"$1,699,300.00",$1.70,"1,000,000",Large Shareholder,2020-01-29,1,Purchase
Rowling,NOG,"$3,320,800.00",$1.66,"2,000,000",Large Shareholder,2020-01-28,1,Purchase
Rowland,GBIO,"$570,000.00",$19.00,"30,000",Director,2020-06-16,7,Purchase
Roth,ROCRU,"$705,840.00",$10.00,"70,584",Officer,2021-03-05,3,Purchase
Roth,ROCCU,"$1,805,620.00",$10.00,"180,562","Large Shareholder, Officer",2020-12-15,3,Purchase
Roth,ROCHU,"$628,000.00",$10.00,"62,800",Officer,2020-05-07,3,Purchase
Roth,ROCHU,"$529,240.00",$10.00,"52,924",Officer,2020-05-07,3,Purchase
Roth,ROCHU,"$628,000.00",$10.00,"62,800",Large Shareholder,2020-05-07,3,Purchase
Roth,ROCHU,"$529,240.00",$10.00,"52,924",Large Shareholder,2020-05-07,3,Purchase
Roth,ROCRU,"$705,840.00",$10.00,"70,584","Officer, Director",2021-03-05,3,Purchase
Roth,ROCRU,"$557,100.00",$10.00,"55,710","Officer, Director",2021-03-05,3,Purchase
Roth,ROCCU,"$1,805,620.00",$10.00,"180,562","Large Shareholder, Officer, Director",2020-12-15,3,Purchase
Roth,ROCHU,"$628,000.00",$10.00,"62,800","Officer, Director",2020-05-07,3,Purchase
Roth,ROCHU,"$529,240.00",$10.00,"52,924","Officer, Director",2020-05-07,3,Purchase
Ross,GMS,"$962,276.11",$16.25,"59,221",Director,2020-03-27,2,Purchase
Ross,GMS,"$923,371.62",$16.43,"56,200",Director,2020-03-26,2,Purchase
Ross,GMS,"$839,450.04",$10.75,"78,100",Director,2020-03-23,2,Purchase
Rosenwald,FBIO,"$945,000.00",$18.00,"52,500","Large Shareholder, Officer, Director",2020-08-26,1,Purchase
Rosenthaler,LMACA,"$1,000,000.00",$10.00,"100,000",Officer,2021-01-26,4,Purchase
Rosenfeld,PRMW,"$2,499,817.01",$14.48,"172,687",Director,2021-03-01,2,Purchase
Rosenfeld,PRMW,"$579,517.71",$14.48,"40,033",Director,2021-03-01,2,Purchase
Rosen,RCUS,"$749,402.72",$23.38,"32,050","Officer, Director",2020-08-10,3,Purchase
Rosen,JAKK,"$635,531.40",$8.28,"76,755",Large Shareholder,2021-03-19,1,Purchase
Root,SBTX,"$1,999,998.00",$21.00,"95,238",Director,2020-12-08,5,Purchase
Root,NARI,"$4,784,105.00",$19.00,"251,795","Large Shareholder, Director",2020-05-27,7,Purchase
Rood,FNF,"$999,752.00",$38.45,"26,000",Director,2020-12-23,1,Purchase
Rondeau,PLNT,"$812,048.52",$50.54,"16,069",,2020-03-12,3,Purchase
Rondeau,PLNT,"$1,271,400.00",$63.57,"20,000",,2020-03-05,3,Purchase
Rondeau,PLNT,"$1,681,000.00",$67.24,"25,000",,2020-03-04,3,Purchase
Roman,PDO,"$2,000,000.00",$20.00,"100,000",Other,2021-01-27,5,Purchase
Roman,PMFLX,"$2,999,997.72",$11.16,"268,817",Other,2020-11-18,2,Purchase
Roivant,IMVT,"$12,540,000.00",$33.00,"380,000",Large Shareholder,2020-09-04,1,Purchase
Roivant,IMVT,"$15,000,003.50",$14.50,"1,034,483",Large Shareholder,2020-04-16,1,Purchase
Roivant,AXGT,"$19,999,998.75",$3.75,"5,333,333",Large Shareholder,2020-02-24,1,Purchase
Rock,AVIR,"$5,824,992.00",$24.00,"242,708",Large Shareholder,2020-11-03,3,Purchase
Rock,INZY,"$9,216,000.00",$16.00,"576,000",Large Shareholder,2020-07-28,15,Purchase
Rock,IMRA,"$4,000,000.00",$16.00,"250,000",Large Shareholder,2020-03-16,11,Purchase
Roche,PAND,"$649,998.00",$18.00,"36,111",Large Shareholder,2020-07-21,10,Purchase
Robertson,SAVA,"$1,491,758.62",$6.98,"213,719",Director,2020-09-17,1,Purchase
Roberts,MITT,"$534,000.00",$10.68,"50,000","Officer, Director",2020-03-12,1,Purchase
Roberts,LYFT,"$1,018,095.75",$45.25,"22,500",Officer,2020-02-20,1,Purchase
Robbins,BFLY,"$1,663,995.00",$11.09,"150,000","Large Shareholder, Director",2021-05-26,1,Purchase
Robbins,BFLY,"$25,000,000.00",$10.00,"2,500,000","Large Shareholder, Director",2021-02-12,1,Purchase
Rivervest,RPHM,"$3,000,000.00",$15.00,"200,000",Large Shareholder,2021-04-09,5,Purchase
Rivervest,SPRB,"$3,750,000.00",$15.00,"250,000",Large Shareholder,2020-10-14,8,Purchase
Riverstone,CDEV,"$3,463,548.34",$0.98,"3,534,233","Large Shareholder, Director",2020-05-22,2,Purchase
Riverstone,CDEV,"$1,367,074.76",$0.89,"1,541,408","Large Shareholder, Director",2020-05-21,2,Purchase
Riverstone,CDEV,"$588,176.58",$0.92,"641,974","Large Shareholder, Director",2020-05-20,2,Purchase
Riverstone,CDEV,"$910,482.81",$0.94,"973,362","Large Shareholder, Director",2020-05-18,2,Purchase
Riverstone,CDEV,"$833,617.27",$0.82,"1,017,475","Large Shareholder, Director",2020-05-13,2,Purchase
Riverstone,CDEV,"$1,024,406.88",$0.94,"1,086,558","Large Shareholder, Director",2020-05-12,2,Purchase
Riverstone,CDEV,"$2,678,389.58",$0.89,"3,004,026","Large Shareholder, Director",2020-05-11,2,Purchase
Rivers,EBC,"$2,000,000.00",$10.00,"200,000","Officer, Director",2020-10-14,13,Purchase
Rimon,WIZP,"$1,299,999.96",$0.12,"10,833,333",Large Shareholder,2021-03-09,2,Purchase
Riley,RILY,"$542,758.84",$48.42,"11,209","Large Shareholder, Officer, Director",2021-01-27,2,Purchase
Riley,RILY,"$4,600,000.00",$46.00,"100,000","Large Shareholder, Officer, Director",2021-01-13,2,Purchase
Riley,RILY,"$3,778,213.37",$26.66,"141,728","Large Shareholder, Officer, Director",2020-11-03,2,Purchase
Riley,RILY,"$1,599,510.00",$26.66,"60,000","Large Shareholder, Officer, Director",2020-11-03,2,Purchase
Riley,RILY,"$533,312.00",$26.67,"20,000","Large Shareholder, Officer, Director",2020-08-26,2,Purchase
Riley,RILY,"$678,745.00",$27.15,"25,000","Large Shareholder, Officer, Director",2020-08-06,2,Purchase
Riley,RILY,"$832,260.00",$20.81,"40,000","Large Shareholder, Officer, Director",2020-06-03,2,Purchase
Riley,BRPM,"$510,120.00",$10.20,"50,000",Director,2020-02-06,2,Purchase
Riley,BRPM,"$595,830.76",$10.21,"58,333",Director,2020-02-03,2,Purchase
Rieder,BCAT,"$2,000,000.00",$20.00,"100,000",Other,2020-09-24,2,Purchase
Richards,BIGC,"$1,620,528.00",$24.00,"67,522",Director,2020-08-07,1,Purchase
Rich,SRGA,"$1,212,306.00",$1.50,"808,204","Officer, Director",2021-02-01,2,Purchase
Rich,PTVE,"$700,000.00",$14.00,"50,000",Director,2020-09-21,1,Purchase
Rhp,IMH,"$757,100.00",$1.13,"670,000",Large Shareholder,2020-09-24,2,Purchase
Ressler,CMCT,"$2,418,500.00",$25.00,"96,740","Large Shareholder, Director",2021-01-21,4,Purchase
Ressler,CMCT,"$2,380,350.00",$25.00,"95,214","Large Shareholder, Director",2020-11-10,4,Purchase
Ressler,CMCT,"$2,662,950.00",$25.00,"106,518","Large Shareholder, Director",2020-07-08,4,Purchase
Remeditex,SOLY,"$999,992.30",$8.30,"120,481",Large Shareholder,2020-06-30,1,Purchase
Rel,CDEV,"$3,463,548.34",$0.98,"3,534,233","Large Shareholder, Director",2020-05-22,2,Purchase
Rel,CDEV,"$1,367,074.76",$0.89,"1,541,408","Large Shareholder, Director",2020-05-21,2,Purchase
Rel,CDEV,"$588,176.58",$0.92,"641,974","Large Shareholder, Director",2020-05-20,2,Purchase
Rel,CDEV,"$910,482.81",$0.94,"973,362","Large Shareholder, Director",2020-05-18,2,Purchase
Rel,CDEV,"$833,617.27",$0.82,"1,017,475","Large Shareholder, Director",2020-05-13,2,Purchase
Rel,CDEV,"$1,024,406.88",$0.94,"1,086,558","Large Shareholder, Director",2020-05-12,2,Purchase
Rel,CDEV,"$2,678,389.58",$0.89,"3,004,026","Large Shareholder, Director",2020-05-11,2,Purchase
Reinhardt,DNB,"$550,000.00",$22.00,"25,000",Officer,2020-07-02,5,Purchase
Reidler,JWSM,"$1,000,000.00",$10.00,"100,000",Officer,2021-02-04,2,Purchase
Reich,BCYP,"$4,172,000.00",$10.00,"417,200","Large Shareholder, Officer, Director",2021-01-14,3,Purchase
Rehnberg,ARGO,"$1,183,360.00",$36.98,"32,000","Officer, Director",2020-08-14,1,Purchase
Rehnberg,ARGO,"$1,183,353.60",$36.98,"32,000","Officer, Director",2020-08-14,1,Purchase
Reffkin,COMP,"$7,399,998.00",$18.00,"411,111","Officer, Director",2021-04-06,2,Purchase
Reese,AGCB,"$750,000.00",$10.00,"75,000",,2021-01-11,3,Purchase
Reese,GEG,"$623,300.99",$2.40,"259,882","Large Shareholder, Director",2021-05-19,1,Purchase
Reed,RHP,"$594,828.09",$27.16,"21,900","Officer, Director",2020-04-16,1,Purchase
Reed,RHP,"$556,549.86",$71.38,"7,797","Officer, Director",2020-02-28,1,Purchase
Redstone,"VIACA,VIAC","$991,500.00",$19.83,"50,000",Director,2020-03-11,1,Purchase
Redstone,"VIACA,VIAC","$853,401.00",$28.45,"30,000",Director,2020-02-21,1,Purchase
Redmond,ALGT,"$614,469.00",$122.89,"5,000","Officer, Director",2020-06-05,1,Purchase
Redmond,ALGT,"$518,000.00",$129.50,"4,000","Officer, Director",2020-02-28,1,Purchase
Redmond,ALGT,"$979,650.00",$139.95,"7,000","Officer, Director",2020-02-27,1,Purchase
Redmile,FATE,"$27,999,967.50",$85.50,"327,485","Large Shareholder, Director",2021-01-08,1,Purchase
Redmile,STTK,"$1,105,000.00",$22.10,"50,000","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,STTK,"$668,308.09",$21.09,"31,695","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,STTK,"$1,300,796.90",$20.00,"65,047","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,STTK,"$3,747,580.04",$19.20,"195,158","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,STTK,"$2,847,665.58",$18.01,"158,100","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,STTK,"$49,999,992.00",$17.00,"2,941,176","Large Shareholder, Director",2020-10-14,1,Purchase
Redmile,AUGX,"$15,000,000.00",$3.00,"5,000,000","Large Shareholder, Director",2020-10-05,1,Purchase
Redmile,IGMS,"$773,811.35",$52.96,"14,610","Large Shareholder, Director",2020-09-09,5,Purchase
Redmile,IGMS,"$2,351,504.06",$49.91,"47,113","Large Shareholder, Director",2020-09-08,5,Purchase
Redmile,IGMS,"$3,742,186.06",$50.28,"74,433","Large Shareholder, Director",2020-09-04,5,Purchase
Redmile,IGMS,"$3,615,207.79",$48.69,"74,253","Large Shareholder, Director",2020-09-03,5,Purchase
Redmile,IGMS,"$896,592.75",$46.76,"19,173","Large Shareholder, Director",2020-09-02,5,Purchase
Redmile,IGMS,"$1,872,327.40",$44.84,"41,759","Large Shareholder, Director",2020-09-01,5,Purchase
Redmile,FATE,"$39,999,991.68",$28.31,"1,412,928","Large Shareholder, Director",2020-06-11,1,Purchase
Ratcliffe,ARVN,"$9,999,990.00",$70.00,"142,857",Director,2020-12-18,1,Purchase
Ratcliffe,PASG,"$9,900,000.00",$18.00,"550,000",Director,2020-03-03,6,Purchase
Rapp,IMNM,"$586,230.10",$18.38,"31,895",Director,2021-05-24,1,Purchase
Rapp,IMNM,"$999,984.00",$12.00,"83,332",Director,2020-10-06,1,Purchase
Rapino,LYV,"$999,837.00",$38.98,"25,650","Officer, Director",2020-03-12,1,Purchase
Rao,SRT,"$1,451,834.28",$7.02,"206,814",Director,2020-11-16,3,Purchase
Ramsay,SVRA,"$999,999.75",$1.45,"689,655",Director,2021-03-15,1,Purchase
Rales,DHR,"$1,063,632.00",$221.59,"4,800","Officer, Director",2021-02-26,1,Purchase
Rales,DHR,"$6,056,933.76",$226.14,"26,784","Officer, Director",2020-11-19,1,Purchase
Rales,DHR,"$2,529,097.25",$166.75,"15,167","Officer, Director",2020-05-29,1,Purchase
Rales,DHR,"$4,373,215.64",$165.74,"26,386","Officer, Director",2020-05-29,1,Purchase
Rales,DHR,"$6,258,687.78",$164.62,"38,019","Officer, Director",2020-05-29,1,Purchase
Rales,DHR,"$10,130,083.92",$163.79,"61,848","Officer, Director",2020-05-29,1,Purchase
Rakolta,ADC,"$627,300.00",$62.73,"10,000",Director,2021-03-03,3,Purchase
Rakolta,ADC,"$635,000.00",$63.50,"10,000",Director,2021-03-02,3,Purchase
Rakolta,ADC,"$573,035.06",$64.22,"8,923",Director,2021-02-23,3,Purchase
Rakolta,ADC,"$630,800.00",$63.08,"10,000",Director,2021-02-22,3,Purchase
Raina,EBIX,"$920,000.00",$9.20,"100,000","Large Shareholder, Officer, Director",2020-03-18,1,Purchase
Raina,EBIX,"$867,967.95",$16.05,"54,079","Large Shareholder, Officer, Director",2020-03-12,1,Purchase
Rady,AAT,"$710,000.00",$35.50,"20,000","Large Shareholder, Officer, Director",2021-05-25,1,Purchase
Rady,AAT,"$539,586.96",$34.43,"15,672","Large Shareholder, Officer, Director",2021-05-13,1,Purchase
Rady,AAT,"$674,800.00",$33.74,"20,000","Large Shareholder, Officer, Director",2021-05-12,1,Purchase
Rady,AAT,"$551,684.00",$34.00,"16,226","Large Shareholder, Officer, Director",2021-05-11,1,Purchase
Rady,AAT,"$707,400.00",$35.37,"20,000","Large Shareholder, Officer, Director",2021-05-10,1,Purchase
Rady,AAT,"$696,800.00",$34.84,"20,000","Large Shareholder, Officer, Director",2021-05-06,1,Purchase
Rady,AAT,"$675,600.00",$33.78,"20,000","Large Shareholder, Officer, Director",2021-05-05,1,Purchase
Rady,AAT,"$695,352.42",$34.86,"19,947","Large Shareholder, Officer, Director",2021-05-04,1,Purchase
Rady,AAT,"$705,800.00",$35.29,"20,000","Large Shareholder, Officer, Director",2021-05-03,1,Purchase
Rady,AAT,"$1,687,097.52",$29.52,"57,151","Large Shareholder, Officer, Director",2021-02-19,1,Purchase
Rady,AAT,"$1,718,677.76",$29.44,"58,379","Large Shareholder, Officer, Director",2021-02-18,1,Purchase
Rady,AAT,"$1,304,781.92",$28.99,"45,008","Large Shareholder, Officer, Director",2020-11-30,1,Purchase
Rady,AAT,"$816,225.14",$26.23,"31,118","Large Shareholder, Officer, Director",2020-11-10,1,Purchase
Rady,AAT,"$1,373,450.00",$21.13,"65,000","Large Shareholder, Officer, Director",2020-11-06,1,Purchase
Rady,AAT,"$1,420,250.00",$21.85,"65,000","Large Shareholder, Officer, Director",2020-11-05,1,Purchase
Rady,AAT,"$1,408,578.08",$21.74,"64,792","Large Shareholder, Officer, Director",2020-11-04,1,Purchase
Rady,AAT,"$1,423,500.00",$21.90,"65,000","Large Shareholder, Officer, Director",2020-11-03,1,Purchase
Rady,AAT,"$970,860.11",$21.13,"45,947","Large Shareholder, Officer, Director",2020-11-02,1,Purchase
Rady,AAT,"$643,431.84",$25.32,"25,412","Large Shareholder, Officer, Director",2020-09-14,1,Purchase
Rady,AAT,"$627,000.00",$31.35,"20,000","Large Shareholder, Officer, Director",2020-03-12,1,Purchase
Rady,AAT,"$531,014.90",$43.94,"12,085","Large Shareholder, Officer, Director",2020-02-26,1,Purchase
Radcliffe,VERX,"$1,599,990.00",$19.00,"84,210",Director,2020-07-31,1,Purchase
Rachesky,LGF,"$592,129.61",$7.22,"81,967","Large Shareholder, Director",2020-05-05,1,Purchase
Rachesky,LGF,"$699,920.00",$7.00,"100,000","Large Shareholder, Director",2020-05-04,1,Purchase
Rachesky,LGF,"$1,039,630.86",$4.84,"215,013","Large Shareholder, Director",2020-03-17,1,Purchase
Rachesky,LGF,"$1,258,036.36",$4.73,"266,009","Large Shareholder, Director",2020-03-16,1,Purchase
Rachesky,LGF,"$1,262,597.92",$4.83,"261,597","Large Shareholder, Director",2020-03-13,1,Purchase
Rabois,AFRM,"$3,675,000.00",$49.00,"75,000",Director,2021-01-13,4,Purchase
Ra,ETNB,"$2,318,188.85",$18.77,"123,505","Large Shareholder, Director",2021-05-28,3,Purchase
Ra,ETNB,"$666,636.60",$18.76,"35,535","Large Shareholder, Director",2021-05-27,3,Purchase
Ra,ETNB,"$872,237.31",$18.03,"48,377","Large Shareholder, Director",2021-05-26,3,Purchase
Ra,HOWL,"$1,692,608.00",$16.00,"105,788","Large Shareholder, Director",2021-05-04,11,Purchase
Ra,HOWL,"$25,747,392.00",$16.00,"1,609,212","Large Shareholder, Director",2021-05-04,11,Purchase
Ra,SLDB,"$12,688,438.75",$5.75,"2,206,685","Large Shareholder, Director",2021-03-19,2,Purchase
Ra,STSA,"$6,999,997.92",$5.68,"1,232,394","Large Shareholder, Director",2021-02-26,1,Purchase
Ra,VOR,"$2,357,460.00",$18.00,"130,970","Large Shareholder, Director",2021-02-09,3,Purchase
Ra,VOR,"$51,274,728.00",$18.00,"2,848,596","Large Shareholder, Director",2021-02-09,3,Purchase
Ra,PMVP,"$17,100,000.00",$18.00,"950,000",Large Shareholder,2020-09-29,6,Purchase
Ra,ORTX,"$2,182,037.47",$4.61,"473,327",Large Shareholder,2020-09-24,1,Purchase
Ra,DYN,"$12,540,000.00",$19.00,"660,000",Large Shareholder,2020-09-21,3,Purchase
Ra,ETNB,"$36,400,000.00",$28.00,"1,300,000","Large Shareholder, Director",2020-09-17,3,Purchase
Ra,ITOS,"$27,075,000.00",$19.00,"1,425,000",Large Shareholder,2020-07-28,5,Purchase
Ra,INZY,"$9,600,000.00",$16.00,"600,000",Large Shareholder,2020-07-28,15,Purchase
Ra,PAND,"$6,499,998.00",$18.00,"361,111",Large Shareholder,2020-07-21,10,Purchase
Ra,NKTX,"$59,999,994.00",$18.00,"3,333,333",Large Shareholder,2020-07-14,4,Purchase
Ra,ETNB,"$7,562,500.00",$27.50,"275,000","Large Shareholder, Director",2020-07-08,3,Purchase
Ra,AKUS,"$14,025,000.00",$17.00,"825,000",Large Shareholder,2020-06-30,19,Purchase
Ra,FMTX,"$80,000,000.00",$20.00,"4,000,000",Large Shareholder,2020-06-23,3,Purchase
Ra,PHAT,"$2,923,641.84",$24.86,"117,600",Large Shareholder,2020-04-01,1,Purchase
Ra,PHAT,"$751,263.66",$24.55,"30,600",Large Shareholder,2020-03-31,1,Purchase
Ra,PHAT,"$738,000.00",$24.60,"30,000",Large Shareholder,2020-03-27,1,Purchase
Ra,IMRA,"$10,000,000.00",$16.00,"625,000",Large Shareholder,2020-03-16,11,Purchase
Ra,KALA,"$49,999,995.15",$7.89,"6,337,135","Large Shareholder, Director",2020-03-13,3,Purchase
Ra,SCPH,"$2,230,342.60",$8.20,"271,993",Large Shareholder,2020-02-14,3,Purchase
Ra,SCPH,"$2,230,342.60",$8.20,"271,993",Large Shareholder,2020-02-14,3,Purchase
Quirk,FCX,"$852,601.00",$10.03,"85,000",,2020-03-05,3,Purchase
Quinn,AGLE,"$783,750.00",$4.75,"165,000","Officer, Director",2020-04-30,1,Purchase
Pyott,BMRN,"$930,759.69",$78.22,"11,900",Director,2020-08-31,1,Purchase
Privet,SYNL,"$1,171,273.42",$13.22,"88,612","Large Shareholder, Other",2020-03-05,1,Purchase
Privet,SYNL,"$1,048,494.93",$13.49,"77,740","Large Shareholder, Other",2020-03-04,1,Purchase
Privet,SYNL,"$1,899,528.70",$12.86,"147,706","Large Shareholder, Other",2020-03-03,1,Purchase
Principal,FVAC,"$5,000,000.00",$10.00,"500,000",Large Shareholder,2020-11-17,1,Purchase
Preston,AKUS,"$4,999,989.00",$17.00,"294,117",Director,2020-06-30,19,Purchase
Press,ARI,"$519,688.95",$6.85,"75,867",Director,2020-03-18,1,Purchase
Presidio,SBTX,"$999,999.00",$21.00,"47,619",Large Shareholder,2020-12-08,5,Purchase
Presidio,NARI,"$1,861,278.00",$19.00,"97,962",Large Shareholder,2020-05-27,7,Purchase
Prescott,PFMT,"$2,346,065.28",$0.72,"3,258,424",Large Shareholder,2020-03-24,1,Purchase
Prescott,PFMT,"$859,215.48",$0.87,"987,604",Large Shareholder,2020-03-12,1,Purchase
Prescott,VAPO,"$2,964,632.58",$32.92,"90,045","Large Shareholder, Other",2020-08-06,2,Purchase
Prescott,VAPO,"$6,333,735.26",$32.92,"192,375","Large Shareholder, Other",2020-08-06,2,Purchase
Pratt,LMB,"$760,768.13",$3.71,"205,186",Large Shareholder,2020-03-20,1,Purchase
Pratt,LMB,"$581,664.53",$3.65,"159,465",Large Shareholder,2020-03-19,1,Purchase
Pratt,LMB,"$1,113,077.14",$3.70,"300,726",Large Shareholder,2020-03-18,1,Purchase
Prairie,TGE,"$3,429,687,869.45",$22.45,"152,770,061",Large Shareholder,2020-04-17,4,Purchase
Powell,CMPI,"$1,999,995.00",$15.00,"133,333","Large Shareholder, Director",2020-08-11,3,Purchase
Poukalov,LABP,"$510,284.60",$14.60,"34,951","Large Shareholder, Director",2021-02-09,3,Purchase
Poukalov,LABP,"$893,274.00",$13.80,"64,730","Large Shareholder, Director",2021-02-09,3,Purchase
Poukalov,LABP,"$1,085,987.63",$12.53,"86,671","Large Shareholder, Director",2021-02-08,3,Purchase
Poukalov,LABP,"$20,000,000.00",$16.00,"1,250,000","Large Shareholder, Director",2021-02-08,3,Purchase
Posard,TLIS,"$1,000,000.00",$16.00,"62,500",Director,2021-02-17,3,Purchase
Posard,DMTK,"$999,991.00",$29.50,"33,898",Director,2021-01-11,3,Purchase
Portocalis,PAY,"$999,999.00",$21.00,"47,619",Officer,2021-05-28,3,Purchase
Portnoy,TA,"$2,259,198.66",$21.57,"104,738",Director,2020-09-21,1,Purchase
Porges,NEE,"$880,000.00",$220.00,"4,000",Director,2020-03-13,1,Purchase
